,id,year,make,model,trim1,trim2,make_model
155,062ef77394f3,2013.0,Honda,Accord,Accord,LX,Honda_Accord
158,064abd1b6a6b,2013.0,Honda,Accord,Accord,EX-L,Honda_Accord
166,066ab6db1f07,2013.0,Honda,Civic,Civic,LX,Honda_Civic
170,069ee4b8b325,2014.0,Honda,CR-V,CR-V,EX-L,Honda_CR-V
175,06cb625e32b9,2012.0,Honda,Civic,Civic,LX,Honda_Civic
179,06f9fc4906bd,2014.0,Honda,Civic,Civic,EX,Honda_Civic
185,0736df5f73cc,2013.0,Honda,Accord,Accord,LX-S,Honda_Accord
204,0864419d052a,2013.0,Honda,Civic,Civic,LX,Honda_Civic
236,09ac3951fe5b,2015.0,Honda,Fit,Fit,LX,Honda_Fit
243,0a2637c772c5,2013.0,Honda,Civic,Civic,LX,Honda_Civic
274,0baa6b9543dc,2013.0,Honda,CR-V,CR-V,LX,Honda_CR-V
280,0bdfb9967be2,2015.0,Honda,Fit,Fit,EX,Honda_Fit
284,0c1bc2f3012d,2013.0,Honda,Civic,Civic,EX,Honda_Civic
285,0c3481991be4,2015.0,Honda,Fit,Fit,EX,Honda_Fit
303,0cf8dfddfe3c,2014.0,Honda,Accord,Accord,EX-L,Honda_Accord
310,0d3adbbc9a8b,2011.0,Honda,Accord Crosstour,Accord Crosstour,EX-L,Honda_Accord Crosstour
316,0d6817a96229,2013.0,Honda,CR-V,CR-V,LX,Honda_CR-V
320,0d9d1a5c7e0c,2014.0,Honda,Civic,Civic,EX,Honda_Civic
325,0dd757bc8ffd,2014.0,Honda,Accord Plug-In,Accord Plug-In,Base,Honda_Accord Plug-In
340,0e2a790fac9c,2013.0,Honda,Accord,Accord,LX,Honda_Accord
348,0e80f05bc010,2013.0,Honda,Accord,Accord,EX-L V6,Honda_Accord
368,0f3be372397a,2013.0,Honda,Accord,Accord,LX,Honda_Accord
380,0fdc5c554bfa,2016.0,Honda,HR-V,HR-V,LX,Honda_HR-V
383,1008c355abcc,2012.0,Honda,Crosstour,Crosstour,EX-L V6,Honda_Crosstour
388,1097e14ed1fa,2013.0,Honda,Odyssey,Odyssey,EX-L,Honda_Odyssey
390,10a3dbb9d8b4,2014.0,Honda,CR-V,CR-V,EX,Honda_CR-V
392,10b4f3dd65b4,2014.0,Honda,Civic,Civic,EX,Honda_Civic
394,10d2b8d7bcb1,2014.0,Honda,Civic,Civic,LX,Honda_Civic
398,10f03351804a,2014.0,Honda,Accord,Accord,LX-S,Honda_Accord
419,11c827383ffe,2014.0,Honda,Civic,Civic,LX,Honda_Civic
433,127ac0749d0a,2013.0,Honda,Civic,Civic,LX,Honda_Civic
436,12b90288e715,2014.0,Honda,Accord,Accord,Sport,Honda_Accord
440,12e64065167d,2012.0,Honda,Odyssey,Odyssey,EX-L,Honda_Odyssey
442,12f650d4fd0e,2016.0,Honda,CR-V,CR-V,EX,Honda_CR-V
444,132210a6d54a,2015.0,Honda,Accord,Accord,Sport,Honda_Accord
468,13cc0f623e3b,2013.0,Honda,Civic,Civic,LX,Honda_Civic
486,147f98119554,2013.0,Honda,Civic,Civic,LX,Honda_Civic
496,14c446c8e9a3,2013.0,Honda,Accord,Accord,EX,Honda_Accord
501,151477c3f7da,2013.0,Honda,Civic,Civic,EX,Honda_Civic
506,15545694af37,2014.0,Honda,Odyssey,Odyssey,EX-L,Honda_Odyssey
508,1556fb3462b8,2015.0,Honda,Fit,Fit,EX,Honda_Fit
516,15a9160fa5ca,2012.0,Honda,Civic,Civic,LX,Honda_Civic
530,166d0fffbf1f,2012.0,Honda,Accord,Accord,LX,Honda_Accord
533,1680cbf5b574,2013.0,Honda,Civic,Civic,LX,Honda_Civic
540,16e8a5e36d36,2012.0,Honda,Odyssey,Odyssey,EX-L,Honda_Odyssey
543,170aba6b9a3e,2013.0,Honda,Fit,Fit,Base,Honda_Fit
561,17b32d0b349a,2012.0,Honda,Accord,Accord,SE,Honda_Accord
568,181e00798bee,2013.0,Honda,Fit,Fit,Base,Honda_Fit
579,187a1c10f9f4,2013.0,Honda,Civic,Civic,LX,Honda_Civic
587,18d0599e9e58,2014.0,Honda,Accord,Accord,EX,Honda_Accord
605,19a51324c2b9,2013.0,Honda,Civic,Civic,LX,Honda_Civic
611,19e4e5240c25,2014.0,Honda,CR-V,CR-V,EX-L,Honda_CR-V
616,1a17cdbf3550,2014.0,Honda,Accord,Accord,LX,Honda_Accord
622,1a69d3d08bf9,2013.0,Honda,Civic,Civic,LX,Honda_Civic
631,1aba91a601c6,2013.0,Honda,Fit,Fit,Sport,Honda_Fit
657,1c02d4ff189f,2013.0,Honda,Odyssey,Odyssey,EX-L,Honda_Odyssey
660,1c2244e64b1b,2015.0,Honda,Accord Hybrid,Accord Hybrid,Touring,Honda_Accord Hybrid
690,1cd93e0aa8f5,2015.0,Honda,Accord,Accord,EX-L V6,Honda_Accord
698,1d1a846b0186,2014.0,Honda,Civic,Civic,LX,Honda_Civic
716,1daf51a98e3b,2013.0,Honda,Civic,Civic,LX,Honda_Civic
728,1e0e94d8b1d0,2015.0,Honda,Accord,Accord,EX-L,Honda_Accord
733,1e3c069ab32a,2012.0,Honda,Civic,Civic,LX,Honda_Civic
738,1e68eba302f5,2013.0,Honda,Pilot,Pilot,EX-L,Honda_Pilot
742,1e77e5eb4ed3,2014.0,Honda,Civic,Civic,EX,Honda_Civic
743,1e79c574562f,2014.0,Honda,Accord,Accord,Sport,Honda_Accord
758,1f14751246d4,2013.0,Honda,Civic,Civic,EX,Honda_Civic
759,1f1654105b7b,2013.0,Honda,CR-V,CR-V,EX,Honda_CR-V
793,207a903852e9,2013.0,Honda,Accord,Accord,EX,Honda_Accord
814,2175c87a4a15,2013.0,Honda,Civic,Civic,LX,Honda_Civic
832,21eb4d71ac2b,2011.0,Honda,Civic,Civic,Si,Honda_Civic
851,22a9c736ba75,2013.0,Honda,Accord,Accord,EX,Honda_Accord
853,22b6303caeb0,2013.0,Honda,Civic,Civic,HF,Honda_Civic
867,2321425bc909,2012.0,Honda,CR-V,CR-V,EX-L,Honda_CR-V
881,2395e29e106d,2012.0,Honda,Civic,Civic,LX,Honda_Civic
890,23e41f4302e5,2014.0,Honda,CR-V,CR-V,EX-L,Honda_CR-V
892,2400fa94147e,2013.0,Honda,Civic,Civic,EX-L,Honda_Civic
893,2403c054e027,2013.0,Honda,Crosstour,Crosstour,EX-L,Honda_Crosstour
895,2419dd132bab,2012.0,Honda,Accord,Accord,SE,Honda_Accord
915,24e511a9a754,2014.0,Honda,Accord,Accord,EX-L,Honda_Accord
931,25782cd95cca,2014.0,Honda,CR-V,CR-V,LX,Honda_CR-V
933,258df22c4577,2013.0,Honda,Civic,Civic,LX,Honda_Civic
945,260268d6b1b6,2012.0,Honda,Accord,Accord,SE,Honda_Accord
949,26665a736b6d,2013.0,Honda,Accord,Accord,LX,Honda_Accord
950,266ad4944f27,2014.0,Honda,Accord,Accord,LX,Honda_Accord
953,2682ff6e615f,2013.0,Honda,Accord,Accord,LX-S,Honda_Accord
959,26d17e204cbc,2014.0,Honda,CR-V,CR-V,EX,Honda_CR-V
969,2723adbbfe5b,2013.0,Honda,Civic,Civic,Si,Honda_Civic
976,275ba887df50,2013.0,Honda,CR-V,CR-V,EX,Honda_CR-V
982,279badb2e142,2012.0,Honda,Accord,Accord,LX-P,Honda_Accord
1016,28e49a360a65,2013.0,Honda,Civic,Civic,LX,Honda_Civic
1032,297a1a2544b0,2014.0,Honda,Accord,Accord,EX,Honda_Accord
1038,299d4e9b3339,2015.0,Honda,Odyssey,Odyssey,EX,Honda_Odyssey
1041,29b4eb480421,2015.0,Honda,Civic,Civic,EX,Honda_Civic
1043,29c10278e9a4,2013.0,Honda,Accord,Accord,EX-L w/Navi,Honda_Accord
1068,2aa97bc208e3,2012.0,Honda,Civic,Civic,Natural Gas w/Navi,Honda_Civic
1069,2aac45677eb8,2013.0,Honda,CR-V,CR-V,EX-L,Honda_CR-V
1094,2b55c79a08f4,2013.0,Honda,Civic,Civic,LX,Honda_Civic
1098,2b8b88542e59,2013.0,Honda,Civic,Civic,LX,Honda_Civic
1108,2c11a598809f,2013.0,Honda,Accord,Accord,EX,Honda_Accord
1114,2c4fbb0bf79b,2013.0,Honda,Accord,Accord,LX,Honda_Accord
1121,2c7a4a147105,2014.0,Honda,Civic,Civic,LX,Honda_Civic
1153,2d7660c70a65,2012.0,Honda,Civic,Civic,EX,Honda_Civic
1165,2dc8a8120d15,2014.0,Honda,CR-V,CR-V,EX,Honda_CR-V
1173,2e1701d5a41b,2012.0,Honda,Crosstour,Crosstour,EX,Honda_Crosstour
1189,2ea4c7e76924,2014.0,Honda,Civic,Civic,LX,Honda_Civic
1196,2ec2431daf89,2016.0,Honda,Fit,Fit,EX,Honda_Fit
1205,2ef4478db967,2013.0,Honda,Civic,Civic,LX,Honda_Civic
1222,2f834e9335cc,2015.0,Honda,Accord,Accord,EX-L,Honda_Accord
1228,2faf504842df,2014.0,Honda,CR-Z,CR-Z,EX,Honda_CR-Z
1235,3004d685e6a1,2012.0,Honda,Civic,,,Honda_Civic
1237,300c17038b34,2013.0,Honda,Accord,Accord,EX-L V6,Honda_Accord
1239,3012a41cac53,2015.0,Honda,CR-Z,CR-Z,Base,Honda_CR-Z
1244,307495e5d4de,2013.0,Honda,Accord,Accord,EX-L,Honda_Accord
1245,307abcb7832b,2013.0,Honda,Civic,Civic,LX,Honda_Civic
1274,314b704804fb,2013.0,Honda,Accord,Accord,LX,Honda_Accord
1289,322ec934f364,2012.0,Honda,Civic,Civic,LX,Honda_Civic
1298,32b5ecddf2a4,2014.0,Honda,Accord,Accord,Sport,Honda_Accord
1304,32fb671b6d26,2012.0,Honda,Crosstour,Crosstour,EX-L V6,Honda_Crosstour
1320,33b34edc7904,2014.0,Honda,CR-V,CR-V,EX-L,Honda_CR-V
1375,35f951de3497,2013.0,Honda,Civic,Civic,EX,Honda_Civic
1376,35fd324097d8,2013.0,Honda,Accord,Accord,LX,Honda_Accord
1378,360b1c9bd343,2013.0,Honda,Accord,Accord,LX,Honda_Accord
1392,3678921a84f9,2014.0,Honda,CR-V,CR-V,EX,Honda_CR-V
1397,36a616a80cea,2014.0,Honda,Pilot,Pilot,EX,Honda_Pilot
1423,3781e1bd66d9,2013.0,Honda,Accord,Accord,EX,Honda_Accord
1433,37ee613bfb11,2012.0,Honda,Civic,Civic,LX,Honda_Civic
1443,384bab3d54c1,2013.0,Honda,Civic,Civic,LX,Honda_Civic
1457,38fbab474571,2014.0,Honda,Civic,Civic,LX,Honda_Civic
1459,39060c7b2767,2013.0,Honda,Civic,Civic,LX,Honda_Civic
1467,392a768e2a81,2013.0,Honda,CR-V,CR-V,LX,Honda_CR-V
1492,39fa6c4f4d8b,2014.0,Honda,CR-V,CR-V,EX,Honda_CR-V
1497,3a18fb05e676,2013.0,Honda,Civic,Civic,LX,Honda_Civic
1498,3a2988ac0728,2014.0,Honda,Civic,Civic,LX,Honda_Civic
1500,3a349c5eb900,2014.0,Honda,Civic,Civic,Si w/Navi,Honda_Civic
1520,3abbcbd7b98c,2013.0,Honda,Accord,Accord,EX-L,Honda_Accord
1534,3b40ece7ce76,2013.0,Honda,CR-V,CR-V,EX-L,Honda_CR-V
1540,3b6e86e4329c,2012.0,Honda,Civic,Civic,LX,Honda_Civic
1552,3bfff4279409,2013.0,Honda,Civic,Civic,LX,Honda_Civic
1570,3cc9fcd09046,2014.0,Honda,Civic,Civic,LX,Honda_Civic
1593,3dbede7f8d78,2012.0,Honda,Civic,Civic,LX,Honda_Civic
1623,3eec25cc8708,2013.0,Honda,Civic,Civic,LX,Honda_Civic
1661,4021d931aa1f,2013.0,Honda,CR-V,CR-V,LX,Honda_CR-V
1667,40851e617b93,2014.0,Honda,Accord Plug-In,Accord Plug-In,Base,Honda_Accord Plug-In
1668,40901588cc06,2013.0,Honda,Civic,Civic,LX,Honda_Civic
1722,42ccde07cb34,2014.0,Honda,CR-V,CR-V,EX,Honda_CR-V
1733,430c06d0da68,2013.0,Honda,Accord,Accord,EX-L,Honda_Accord
1739,43370ac9da45,2013.0,Honda,CR-V,CR-V,EX-L,Honda_CR-V
1748,43b1b2c3707b,2013.0,Honda,Civic,Civic,LX,Honda_Civic
1762,446aa0c709cc,2014.0,Honda,Accord,Accord,LX,Honda_Accord
1776,450bb9ac35f9,2014.0,Honda,Accord,Accord,Sport,Honda_Accord
1779,452d680ca4c4,2012.0,Honda,Civic,,,Honda_Civic
1804,461a6a9b24d9,2014.0,Honda,Accord,Accord,Sport,Honda_Accord
1807,463e280f95db,2013.0,Honda,Civic,Civic,LX,Honda_Civic
1819,46ba948dbaf7,2013.0,Honda,CR-V,CR-V,EX,Honda_CR-V
1823,46fabf7cfc59,2012.0,Honda,Accord,Accord,SE,Honda_Accord
1835,477be6fc01c0,2013.0,Honda,Fit,Fit,Base,Honda_Fit
1837,4781fac0e44a,2016.0,Honda,Accord,Accord,LX,Honda_Accord
1845,47b6500cd7d5,2015.0,Honda,Civic,Civic,Hybrid,Honda_Civic
1850,47e103e746aa,2013.0,Honda,Civic,Civic,HF,Honda_Civic
1868,4868a14ae6cc,2013.0,Honda,Civic,Civic,LX,Honda_Civic
1875,48a2894b7022,2013.0,Honda,Civic,Civic,LX,Honda_Civic
1885,48f5b5902404,2014.0,Honda,Civic,Civic,EX,Honda_Civic
1891,4957cfb03c25,2013.0,Honda,Odyssey,Odyssey,EX-L,Honda_Odyssey
1892,4959c8d0f86e,2012.0,Honda,Civic,Civic,LX,Honda_Civic
1906,49e6886d3fb5,2015.0,Honda,CR-V,CR-V,EX,Honda_CR-V
1926,4ac0b8b4bed9,2012.0,Honda,Civic,Civic,LX,Honda_Civic
1931,4ae8d6328dd3,2012.0,Honda,Accord,,,Honda_Accord
1951,4b8c13da9680,2014.0,Honda,Civic,Civic,EX,Honda_Civic
1974,4c7309c2220f,2015.0,Honda,Civic,Civic,LX,Honda_Civic
1983,4cc6a0db5477,2014.0,Honda,Civic,Civic,EX,Honda_Civic
1985,4cd62c173c0d,2013.0,Honda,Civic,Civic,LX,Honda_Civic
1988,4d009085c3bb,2013.0,Honda,Accord,Accord,LX,Honda_Accord
1995,4d20b5070f08,2014.0,Honda,Civic,Civic,EX-L,Honda_Civic
1996,4d23c8dd69f9,2012.0,Honda,Civic,Civic,HF,Honda_Civic
2006,4d9931e8def1,2013.0,Honda,Civic,Civic,LX,Honda_Civic
2007,4d9c64b54cbe,2013.0,Honda,Civic,Civic,Hybrid,Honda_Civic
2015,4dc95d4f766a,2014.0,Honda,Civic,Civic,LX,Honda_Civic
2024,4df478b14397,2011.0,Honda,CR-V,CR-V,EX-L,Honda_CR-V
2031,4e13caca6c6d,2013.0,Honda,Accord,Accord,EX-L,Honda_Accord
2035,4e30ae8ef3a8,2013.0,Honda,Accord,Accord,Sport,Honda_Accord
2060,4ee35e4a8447,2013.0,Honda,Civic,Civic,EX,Honda_Civic
2069,4f33456d8867,2013.0,Honda,Fit,Fit,Base,Honda_Fit
2087,4fd29a32a3d8,2014.0,Honda,CR-V,CR-V,LX,Honda_CR-V
2090,4ff1e02d5e0c,2014.0,Honda,Accord,Accord,EX-L,Honda_Accord
2091,5004026f270f,2014.0,Honda,Accord,Accord,EX-L,Honda_Accord
2102,50511e38e263,2014.0,Honda,CR-V,CR-V,EX,Honda_CR-V
2139,522fa5e884d6,2013.0,Honda,CR-Z,CR-Z,Base,Honda_CR-Z
2149,52980d5eed45,2012.0,Honda,Odyssey,Odyssey,EX-L,Honda_Odyssey
2173,538557aa3e1d,2013.0,Honda,Accord,Accord,Sport,Honda_Accord
2184,54030eac5219,2014.0,Honda,Civic,Civic,EX-L,Honda_Civic
2190,5460f917b88b,2014.0,Honda,Civic,Civic,LX,Honda_Civic
2194,549077f5ea10,2012.0,Honda,CR-V,CR-V,EX-L,Honda_CR-V
2198,54ee69d7d5e5,2013.0,Honda,Pilot,Pilot,Touring,Honda_Pilot
2212,55702b06c1f8,2014.0,Honda,Accord,Accord,EX-L,Honda_Accord
2221,55c79ad22d50,2012.0,Honda,Civic,Civic,EX,Honda_Civic
2231,5618767231de,2013.0,Honda,Accord,Accord,EX,Honda_Accord
2244,56b981023661,2013.0,Honda,CR-V,CR-V,LX,Honda_CR-V
2245,56bb500e5873,2013.0,Honda,CR-V,CR-V,EX-L,Honda_CR-V
2260,57abb36a0d6e,2015.0,Honda,Civic,Civic,EX,Honda_Civic
2298,59d7ed610b7c,2012.0,Honda,Civic,Civic,LX,Honda_Civic
2313,5a78949a2b4d,2012.0,Honda,Crosstour,Crosstour,EX-L V6,Honda_Crosstour
2379,5d6a0100ad40,2012.0,Honda,Accord,Accord,LX,Honda_Accord
2382,5d6dd7d94254,2013.0,Honda,Civic,Civic,LX,Honda_Civic
2389,5dacc9eb8799,2014.0,Honda,Civic,Civic,EX,Honda_Civic
2410,5e9af03ad92c,2013.0,Honda,Civic,Civic,LX,Honda_Civic
2416,5ebdc9483335,2013.0,Honda,Accord,Accord,EX-L,Honda_Accord
2417,5ec52c4a99b0,2012.0,Honda,Civic,Civic,LX,Honda_Civic
2426,5f15a26b5756,2013.0,Honda,Civic,Civic,LX,Honda_Civic
2433,5f9cc4060f93,2014.0,Honda,Civic,Civic,LX,Honda_Civic
2436,5fb78594049d,2016.0,Honda,HR-V,HR-V,EX-L w/Navi,Honda_HR-V
2461,60bbd45a6707,2012.0,Honda,Civic,Civic,EX-L,Honda_Civic
2484,617482d7447a,2013.0,Honda,Civic,Civic,HF,Honda_Civic
2489,61d8112a7545,2014.0,Honda,CR-V,CR-V,EX-L,Honda_CR-V
2500,6238162f2765,2014.0,Honda,Odyssey,Odyssey,LX,Honda_Odyssey
2508,629f8de24454,2013.0,Honda,Pilot,Pilot,EX-L,Honda_Pilot
2512,62c536a73fbc,2014.0,Honda,Civic,Civic,EX,Honda_Civic
2527,63591ed7ccdd,2012.0,Honda,Civic,Civic,LX,Honda_Civic
2531,6384fdb9f867,2013.0,Honda,Civic,Civic,LX,Honda_Civic
2533,639287b2cb14,2013.0,Honda,Accord,Accord,LX,Honda_Accord
2541,640a6483571f,2013.0,Honda,Civic,Civic,LX,Honda_Civic
2549,644d566e023c,2013.0,Honda,CR-V,CR-V,EX-L,Honda_CR-V
2568,64e8aa0f5bd6,2012.0,Honda,Civic,Civic,LX,Honda_Civic
2576,654c8211d2be,2012.0,Honda,CR-V,CR-V,EX,Honda_CR-V
2577,65547c71e0be,2016.0,Honda,Odyssey,Odyssey,EX,Honda_Odyssey
2592,65e2827900af,2013.0,Honda,Accord,Accord,LX,Honda_Accord
2621,670a10504389,2013.0,Honda,Odyssey,Odyssey,EX-L,Honda_Odyssey
2631,675dfa145705,2014.0,Honda,Accord,Accord,EX-L V6,Honda_Accord
2663,689f326b5b2f,2014.0,Honda,Accord,Accord,EX,Honda_Accord
2674,68dc29182255,2013.0,Honda,Accord,Accord,EX,Honda_Accord
2682,6953e90314c9,2013.0,Honda,Accord,Accord,LX,Honda_Accord
2696,69a542bc39f0,2013.0,Honda,Civic,Civic,LX,Honda_Civic
2702,69fa9638b2d5,2013.0,Honda,Civic,Civic,LX,Honda_Civic
2727,6a8d07cd7f00,2012.0,Honda,Crosstour,Crosstour,EX-L V6,Honda_Crosstour
2728,6a92a51d1096,2015.0,Honda,Crosstour,Crosstour,EX-L V6 w/Navi,Honda_Crosstour
2767,6bdfd3b372e0,2014.0,Honda,Civic,Civic,LX,Honda_Civic
2774,6c050e922dae,2011.0,Honda,Element,Element,EX,Honda_Element
2783,6c4babecb717,2013.0,Honda,Civic,Civic,LX,Honda_Civic
2784,6c5ae2ad144d,2013.0,Honda,Crosstour,Crosstour,EX-L w/Navi,Honda_Crosstour
2790,6ccad5b7abf4,2014.0,Honda,CR-V,CR-V,LX,Honda_CR-V
2817,6dc9c6755822,2013.0,Honda,Accord,Accord,EX-L,Honda_Accord
2821,6dea7cc06742,2013.0,Honda,CR-V,CR-V,LX,Honda_CR-V
2826,6e0fc211a177,2013.0,Honda,Civic,Civic,HF,Honda_Civic
2834,6e7323cd37a3,2013.0,Honda,Civic,Civic,LX,Honda_Civic
2843,6ebb38e228a1,2013.0,Honda,Civic,Civic,LX,Honda_Civic
2859,6f6c6d77a75a,2014.0,Honda,CR-V,CR-V,EX,Honda_CR-V
2872,6fd009261221,2013.0,Honda,Crosstour,Crosstour,EX-L V6,Honda_Crosstour
2914,71235597e4cd,2013.0,Honda,Accord,Accord,LX,Honda_Accord
2935,7251c8797749,2015.0,Honda,Accord Hybrid,Accord Hybrid,Touring,Honda_Accord Hybrid
2937,7263fcbfae99,2014.0,Honda,Pilot,Pilot,LX,Honda_Pilot
2948,72ecc5c35081,2014.0,Honda,Accord,Accord,EX-L,Honda_Accord
2949,72ef4396ecbf,2015.0,Honda,Civic,Civic,LX,Honda_Civic
2952,72fafe2bea98,2013.0,Honda,Accord,Accord,EX-L V6,Honda_Accord
2956,731708dfbc1b,2016.0,Honda,Accord,Accord,Touring,Honda_Accord
2959,732593f68e16,2015.0,Honda,Civic,Civic,LX,Honda_Civic
2974,73a74c149067,2014.0,Honda,CR-V,CR-V,EX-L,Honda_CR-V
2975,73ab16b7dc82,2015.0,Honda,Civic,Civic,Hybrid,Honda_Civic
2990,741604eebece,2014.0,Honda,Accord,Accord,EX-L,Honda_Accord
2996,74654e217a12,2013.0,Honda,Civic,Civic,LX,Honda_Civic
3020,75369c4392a8,2015.0,Honda,CR-V,CR-V,EX,Honda_CR-V
3046,7629f3da76d2,2013.0,Honda,CR-V,CR-V,EX-L w/Navi,Honda_CR-V
3056,7685f9c585b2,2013.0,Honda,Accord,Accord,EX-L,Honda_Accord
3067,76e64a7b6a5f,2012.0,Honda,CR-V,CR-V,EX-L w/Navi,Honda_CR-V
3071,76fbfe5362a6,2013.0,Honda,Accord,Accord,EX-L,Honda_Accord
3072,7700837258ec,2013.0,Honda,Civic,Civic,Hybrid,Honda_Civic
3082,77595cc2e215,2014.0,Honda,CR-V,CR-V,LX,Honda_CR-V
3091,77b9708665c2,2013.0,Honda,CR-V,CR-V,EX-L,Honda_CR-V
3097,780a4bc58af4,2016.0,Honda,Odyssey,Odyssey,SE,Honda_Odyssey
3101,782665fc8399,2013.0,Honda,Odyssey,Odyssey,EX,Honda_Odyssey
3108,789b2eec9cb2,2013.0,Honda,Civic,Civic,EX,Honda_Civic
3121,7929f8daf9ad,2012.0,Honda,Civic,Civic,LX,Honda_Civic
3130,7958529b05fa,2012.0,Honda,Civic,Civic,LX,Honda_Civic
3134,7965123fdc0c,2013.0,Honda,Fit,Fit,Base,Honda_Fit
3144,79a40e382f22,2014.0,Honda,Accord,Accord,LX-S,Honda_Accord
3147,79c313c02417,2011.0,Honda,CR-V,CR-V,EX,Honda_CR-V
3171,7af3abe97858,2014.0,Honda,Accord,Accord,Sport,Honda_Accord
3211,7c6bc2063296,2013.0,Honda,Civic,Civic,LX,Honda_Civic
3217,7c9b2b107fff,2013.0,Honda,Odyssey,Odyssey,EX,Honda_Odyssey
3229,7d1da42cd4ef,2013.0,Honda,Fit,Fit,Base,Honda_Fit
3246,7deb2ab7ecea,2014.0,Honda,Accord,Accord,EX-L,Honda_Accord
3255,7e622f2a1d7e,2012.0,Honda,Crosstour,Crosstour,EX,Honda_Crosstour
3291,7fa6894dd59f,2013.0,Honda,Accord,Accord,Sport,Honda_Accord
3294,7fc8d30a0779,2013.0,Honda,Accord,Accord,LX,Honda_Accord
3299,8029b187cd88,2013.0,Honda,Accord,Accord,EX-L V6,Honda_Accord
3309,808986881be2,2013.0,Honda,Civic,Civic,LX,Honda_Civic
3331,8189a715e0b2,2013.0,Honda,Accord,Accord,LX-S,Honda_Accord
3344,8224f156e723,2013.0,Honda,CR-V,CR-V,EX,Honda_CR-V
3360,82d30a8001ee,2011.0,Honda,Pilot,Pilot,LX,Honda_Pilot
3382,83a0eed4a037,2014.0,Honda,Civic,Civic,LX,Honda_Civic
3401,846c39e6197d,2015.0,Honda,Pilot,Pilot,SE,Honda_Pilot
3403,847a08a9998c,2014.0,Honda,Civic,Civic,EX,Honda_Civic
3410,84963842342c,2013.0,Honda,Accord,Accord,EX-L,Honda_Accord
3414,84d676d220ab,2012.0,Honda,Civic,Civic,HF,Honda_Civic
3435,85953dd65f2f,2013.0,Honda,Accord,Accord,EX,Honda_Accord
3436,859756cacf6e,2014.0,Honda,CR-V,CR-V,LX,Honda_CR-V
3437,8598d382a3d8,2013.0,Honda,Accord,Accord,LX,Honda_Accord
3441,85d09921559b,2012.0,Honda,Accord,Accord,EX-L V6 w/Navi,Honda_Accord
3469,87157362abae,2013.0,Honda,Civic,Civic,LX,Honda_Civic
3470,871b700ec961,2013.0,Honda,Civic,Civic,LX,Honda_Civic
3476,875c13ee1f95,2013.0,Honda,Fit,Fit,Base,Honda_Fit
3485,87b3db2d9eef,2012.0,Honda,Odyssey,Odyssey,EX-L,Honda_Odyssey
3492,87eb9b803f41,2014.0,Honda,CR-V,CR-V,EX,Honda_CR-V
3494,880ab8468df2,2014.0,Honda,Ridgeline,Ridgeline,RTL,Honda_Ridgeline
3521,88e39c6498fd,2013.0,Honda,Accord,Accord,EX-L,Honda_Accord
3532,893f8ef833c2,2010.0,Honda,Accord Crosstour,Accord Crosstour,EX-L,Honda_Accord Crosstour
3546,89d9518f3975,2013.0,Honda,Civic,Civic,LX,Honda_Civic
3579,8ae1ca908479,2012.0,Honda,Civic,Civic,LX,Honda_Civic
3580,8aed791e8dc8,2013.0,Honda,Accord,Accord,EX-L,Honda_Accord
3581,8afd75e1cd89,2013.0,Honda,Odyssey,Odyssey,LX,Honda_Odyssey
3598,8be4a86c3034,2014.0,Honda,Civic,Civic,LX,Honda_Civic
3619,8c9416066607,2013.0,Honda,Pilot,Pilot,EX-L,Honda_Pilot
3622,8cda52e12bf8,2014.0,Honda,CR-V,CR-V,LX,Honda_CR-V
3640,8d9024752304,2013.0,Honda,Fit,Fit,Sport,Honda_Fit
3645,8dda47830587,2014.0,Honda,Accord,Accord,EX-L V6 w/Navi,Honda_Accord
3648,8df89a6ea028,2012.0,Honda,Civic,Civic,LX,Honda_Civic
3657,8e2ed5ca2060,2013.0,Honda,Accord,Accord,Sport,Honda_Accord
3665,8eb2efb35781,2013.0,Honda,Civic,Civic,LX,Honda_Civic
3675,8ef517afd155,2013.0,Honda,Accord,Accord,EX-L,Honda_Accord
3679,8f35dcd5b60e,2013.0,Honda,CR-V,CR-V,EX-L,Honda_CR-V
3689,8fa5673e9150,2013.0,Honda,Civic,Civic,LX,Honda_Civic
3692,8ff28f575879,2013.0,Honda,Civic,Civic,LX,Honda_Civic
3693,8fff243c484a,2014.0,Honda,CR-V,CR-V,EX-L,Honda_CR-V
3697,903c8ff6be72,2013.0,Honda,Accord,Accord,Sport,Honda_Accord
3698,905caeec71fe,2013.0,Honda,Civic,Civic,LX,Honda_Civic
3715,91099a7c7b70,2014.0,Honda,Odyssey,Odyssey,Touring,Honda_Odyssey
3716,910a018cad4a,2012.0,Honda,Civic,Civic,LX,Honda_Civic
3754,924f5356a609,2013.0,Honda,Civic,Civic,LX,Honda_Civic
3763,92f7d53e92b5,2013.0,Honda,Civic,Civic,Hybrid,Honda_Civic
3777,934a07ebd254,2013.0,Honda,CR-V,CR-V,EX,Honda_CR-V
3779,93643b286b83,2012.0,Honda,Accord,Accord,EX,Honda_Accord
3819,94fab3726c95,2010.0,Honda,Ridgeline,Ridgeline,RTL w/Navi,Honda_Ridgeline
3824,9528cea39ffb,2014.0,Honda,Civic,Civic,EX,Honda_Civic
3838,961126d0ae00,2013.0,Honda,Civic,Civic,LX,Honda_Civic
3851,96bfc420cf55,2014.0,Honda,CR-V,CR-V,LX,Honda_CR-V
